"","Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Proximity_to_Industrial_Areas","Population_Density","Air.Quality"
"1476",33,47,16.4,23,26.3,4.9,1.22,9.8,655,"Moderate"
"1477",17.7,75.2,3.5,8,18.6,2,1.04,13,593,"Good"
"1478",31.5,55.4,50.2,68.7,31.5,6,2.13,4.4,529,"Poor"
"1479",40,94.4,19.9,49.3,51,22.5,2.47,4.1,601,"Hazardous"
"1481",25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,"Moderate"
"1483",28.2,73.5,3.8,14.8,24.8,11.1,1.11,7,577,"Moderate"
"1484",34.3,102.4,38.8,58.4,40.4,12.8,2.09,2.7,811,"Hazardous"
"1485",27.8,56.7,6.7,18,26.9,6.1,1.64,6.1,371,"Moderate"
"1486",26.7,52.8,27.3,31.8,15.6,1.9,0.89,11.9,318,"Good"
"1487",38.2,110.1,0.1,12.5,41.7,15.8,1.98,6.2,709,"Poor"
"1488",27.8,79,16.6,24,25.5,5.2,1.06,10.3,359,"Good"
"1489",22.1,41,14.8,20.3,12.8,4.9,1.18,15,217,"Good"
"1490",22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,"Good"
"1491",21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,"Good"
"1492",22.7,68.4,14.6,25.8,26.5,3,1.37,5.4,321,"Moderate"
"1493",22.4,69,9.2,12.2,18.7,4,1.15,12.8,245,"Good"
"1495",23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,"Good"
"1496",24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,"Moderate"
"1497",25.4,80,3.5,11.4,24.1,8.9,1.03,13.7,373,"Good"
"1499",27.8,42.1,1.5,5.3,13.5,3.8,1.09,10.8,527,"Good"
"1500",28.2,61.2,1.2,10.9,22.7,7.1,1.86,8.6,501,"Moderate"
"1502",31.3,73.4,72.8,88.8,54.1,17.1,2.54,2.6,755,"Hazardous"
"1503",30.4,51.1,1.2,8,17.1,4.7,1,11.6,576,"Good"
"1504",42.6,106.6,82.4,97.2,50.6,16,3.17,2.8,719,"Hazardous"
"1505",32.4,88.5,37.8,57.3,48.5,21.2,2.23,3.4,769,"Hazardous"
"1506",24,43.4,5.4,9.5,15.8,1.7,0.98,11,441,"Good"
"1507",28.2,62.7,0.1,7.5,17.4,4.7,0.87,12,528,"Good"
"1508",31.2,62.3,0.9,8.7,20.4,15,1.49,8.6,599,"Moderate"
"1509",33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316,"Moderate"
"1510",43.4,78.1,37,52.3,44.6,16,2.03,2.5,799,"Hazardous"
"1511",36,89.8,33,47.9,26,-0.1,1.74,4.3,490,"Poor"
"1512",33.1,57.8,17.2,33,28.3,9.2,1.38,5.2,642,"Moderate"
"1514",23.1,39.7,23.4,27.8,20.4,9.6,1.06,10.5,314,"Good"
"1515",23.7,52.4,0.3,4.5,18.7,6.3,1.04,10.7,313,"Good"
"1516",42,77.8,36,43.7,52.3,22.3,2.42,5.6,846,"Hazardous"
"1518",32,89.4,3.6,17.4,21.8,15.8,1.34,5.4,325,"Moderate"
"1519",23.8,79.3,9.2,10.6,22.5,5.5,1.05,12.3,544,"Good"
"1520",26.6,95.9,163.1,172.9,32.4,22.5,1.84,4.2,590,"Poor"
"1521",27,73.6,0.9,3.1,13.9,4.4,1.2,10.2,488,"Good"
"1522",35.3,70.3,27.3,31.9,27.4,11.1,1.75,9.3,635,"Moderate"
"1523",25.8,68.3,12.6,19,13,6.6,1.09,11.2,310,"Good"
"1524",22.3,66.1,11.3,15.4,26.8,14.1,1.32,5.5,497,"Moderate"
"1525",36.7,44.6,2.4,5.8,28.8,18.1,1.63,8.7,502,"Poor"
"1526",31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447,"Moderate"
"1527",22.5,56.1,27.4,33.8,19,5.4,0.87,16.6,492,"Good"
"1528",35.3,82.2,73.9,91.1,34.3,7.1,2.54,5.5,659,"Poor"
"1529",31.3,71.5,20.2,28.6,21.6,4.4,1.02,13.7,306,"Good"
"1530",31.7,71.7,18.9,24.8,13.5,3.7,0.78,23.4,369,"Good"
"1532",55.9,87.8,33.9,52.7,28.6,17.5,2.51,2.9,834,"Hazardous"
"1533",28.7,69,19.1,33.7,19.4,11,1.24,9.7,589,"Moderate"
"1534",18,43.2,5.4,10,16.4,2.2,1.07,14.5,571,"Good"
"1535",27.6,51.3,6,12.7,32.6,6.4,1.44,5.1,386,"Moderate"
"1536",26.6,49,8.9,12.6,15.1,0.3,0.79,11.8,337,"Good"
"1537",28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,"Good"
"1538",30.3,58.1,1.8,13.5,29.6,6.5,1.54,8.5,524,"Moderate"
"1539",20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412,"Moderate"
"1540",23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196,"Good"
"1541",26.6,56.1,1.6,4.6,23.2,4.4,0.87,10.2,322,"Good"
"1542",36.6,93.3,46.6,54,29.8,19.6,2.12,4.7,624,"Poor"
"1545",23.1,50.9,6.1,9.2,14,8.3,0.87,11,287,"Good"
"1546",20.9,62.3,7.4,11.1,20.6,3,0.96,13.1,295,"Good"
"1548",30.6,92.3,14.2,30.6,22.4,14.4,1.6,5.6,574,"Moderate"
"1550",26.7,77.8,4.8,10.4,20.8,6.4,1.05,15.3,294,"Good"
"1551",34.7,87.7,44.8,46,35.8,11.9,2.11,4.5,473,"Poor"
"1552",34.8,70.4,28.9,46.6,35.7,14.4,1.61,4.1,805,"Poor"
"1555",46.4,79.4,116.9,130.4,39.5,25.1,3.14,2.8,577,"Hazardous"
"1556",23.6,72.6,1.1,4.7,14,4,1.12,13,300,"Good"
"1558",34.7,61.7,30.8,38.5,44.7,26.7,2.31,6.4,436,"Poor"
"1560",29.2,54,4.7,17.1,37.9,18.2,1.75,7.4,543,"Moderate"
"1563",23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289,"Good"
"1564",23.3,71.1,23,39,29.5,11.6,1.21,15.6,404,"Moderate"
"1567",31.3,75.9,2.7,9.3,29.5,10.7,1.17,5.1,697,"Moderate"
"1568",31.5,67.6,33.4,46.2,22.8,0.7,2.07,5.4,446,"Moderate"
"1570",37.3,68.2,4.3,20.8,40.3,20,2.01,5.4,681,"Poor"
"1571",21.9,68,32,37.2,25.5,1.8,1.14,12.3,211,"Good"
"1572",24.9,47.4,26.1,32.3,11.3,9.8,0.89,17.5,266,"Good"
"1573",33.2,59.6,11.5,15.6,23.6,6.4,1.25,5.6,463,"Moderate"
"1574",25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,"Moderate"
"1575",27.6,62.5,8.7,16,18.4,3.7,1.02,10.4,235,"Good"
"1576",26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346,"Good"
"1577",37.5,95.7,6.1,28,32.9,20.7,1.73,8.9,802,"Poor"
"1578",26.7,77.3,27.1,33.3,24.1,2.5,1.12,10.3,501,"Good"
"1579",23.9,79.8,35.5,48.2,25.8,11.1,1.77,8.8,441,"Moderate"
"1580",29.8,112.5,40.7,55.3,37.6,25.4,3.17,5.4,662,"Hazardous"
"1581",26.2,85.9,48.1,60.2,19.8,9,1.56,7.1,286,"Moderate"
"1583",37.4,77.5,14.6,21.9,28.2,6.5,1.09,5.8,642,"Moderate"
"1585",36.6,113.1,143,167.3,41.8,11.7,2.43,2.7,644,"Hazardous"
"1586",37.1,105,124.5,136.4,41.9,26,2.6,2.6,849,"Hazardous"
"1587",19.6,74.7,1,4.6,22.9,4.1,0.94,10.4,388,"Good"
"1588",27,66.2,6.3,9.7,13.4,4.6,1,13.3,299,"Good"
"1590",24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365,"Good"
"1591",21.7,76.4,20.8,25.5,20.9,2.8,0.95,10.1,506,"Good"
"1592",24.6,77.2,6.5,11.2,24.4,5.4,0.65,11.4,573,"Good"
"1593",26.5,45.3,9.4,15,13.1,0.4,0.99,11,224,"Good"
"1594",22.1,53.8,6.9,19.6,18.8,5.7,1.65,9.6,457,"Moderate"
"1595",39.5,109.6,84.7,99.4,30.1,18.9,3.48,3.2,792,"Hazardous"
"1596",28.4,65.8,10.9,22.2,27.5,11.9,1.7,6.1,524,"Moderate"
"1597",32.6,78.3,4.6,24.6,25.8,21.2,1.97,5.9,540,"Poor"
"1598",31.9,65.2,15.9,19.4,30.3,28.2,1.82,8.2,771,"Poor"
"1601",23.3,70.8,23.7,36.1,23.5,8.4,1.43,7.6,450,"Moderate"
"1602",26.1,78.1,6.2,11.5,13,5.3,0.88,15.8,585,"Good"
"1603",32.2,81.3,3.9,15.4,46.5,20.9,2.03,3.1,705,"Hazardous"
"1604",32,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,"Good"
"1605",31.2,77.6,12.1,15.2,26.6,4.5,0.91,10.3,410,"Good"
"1606",22.6,72,40.4,46.2,14.6,4.5,1.04,14.8,270,"Good"
"1607",17.5,45,21.2,25.9,14.3,5.3,0.78,12.1,492,"Good"
"1608",47.1,104.3,0.7,3.4,34.4,5.9,2.34,3.3,844,"Hazardous"
"1610",23.5,60.8,10.3,14.3,12.8,1.7,0.98,10.6,208,"Good"
"1611",39.7,85.9,67.6,88.8,21.3,22.3,1.9,4.5,616,"Poor"
"1613",34,83.2,19.3,39.1,45.1,21,2.28,9.9,496,"Poor"
"1615",38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497,"Poor"
"1616",28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,"Good"
"1617",35,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430,"Moderate"
"1618",31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618,"Moderate"
"1619",17.4,43.7,10.8,17.5,25,1.5,0.83,10.2,515,"Good"
"1620",25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421,"Good"
"1621",25.5,59.6,5.6,12,11.6,7.6,1.01,12.4,582,"Good"
"1622",39.8,84.9,33.8,51.8,29.2,15.9,1.92,7.6,559,"Poor"
"1623",35,71.5,10.2,18.8,28.7,11.4,1.46,5.4,443,"Moderate"
"1624",27.7,72.3,40.7,52.1,16.5,6.3,0.98,10.1,338,"Good"
"1625",23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,"Moderate"
"1626",22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,"Good"
"1628",29.7,63,25.6,27.1,16,5.1,1.06,11.6,471,"Good"
"1629",26.3,79.9,3,8.1,14.6,9.1,1.02,11.4,347,"Good"
"1630",27.1,56.4,52.6,60.5,26.8,7.7,1.33,11.9,428,"Moderate"
"1631",34,86.5,48.7,58.1,59.3,9.6,3.37,4.3,909,"Hazardous"
"1633",28.2,87.5,2.8,10.6,27,8.3,1.77,5,538,"Moderate"
"1634",41,60,46.3,58.9,38.9,19.7,1.45,7.2,418,"Poor"
"1635",34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304,"Moderate"
"1636",32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343,"Moderate"
"1637",27.3,79.7,3.5,7.7,27.5,5.4,1.05,11.3,285,"Good"
"1639",22.3,68.9,9.3,14.7,17.2,3.5,0.97,10.8,373,"Good"
"1640",21.1,60.1,1.8,11.2,22,2.3,1.04,15.1,478,"Good"
"1641",32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,"Moderate"
"1642",24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,"Good"
"1644",21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,"Good"
"1645",30.8,69,8.1,21.3,17.8,8,1.37,5.6,635,"Moderate"
"1647",29.9,78.1,57.8,60.5,26.5,11.6,1.19,8.9,578,"Moderate"
"1649",29.5,41.5,4.7,8.7,21.5,1.8,1.09,10.3,210,"Good"
"1652",24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240,"Good"
"1653",28.9,65.5,1.2,4.7,24,3.7,1.02,10.6,534,"Good"
"1654",21.9,71.2,5.1,10.4,17.1,3.8,0.95,10.4,208,"Good"
"1655",22.6,47.3,1.8,9,22.5,5,1.17,11.2,433,"Good"
"1657",35.9,70.8,30.1,48.9,35.1,10.2,1.86,4,671,"Poor"
"1659",31.5,80,86.1,89.9,22.7,10.5,1.41,6.1,647,"Moderate"
"1660",35,57.4,0.7,5.1,25.3,16,1.42,5.3,441,"Moderate"
"1661",18.8,57.1,37.2,46.4,37.4,24.5,2.01,5.3,528,"Moderate"
"1662",24,42.5,9.9,14.9,25.9,3.9,0.91,10.6,310,"Good"
"1663",43.5,89.6,20.9,46.8,41.5,14.2,2.31,5,594,"Hazardous"
"1664",21.7,75,10.3,15.5,13.4,4.5,1.15,13.3,285,"Good"
"1665",17.6,77.1,20,24.3,22.6,5.2,0.99,12.2,487,"Good"
"1667",33.9,59.2,61.7,81.9,41.5,21.6,1.72,7.1,503,"Poor"
"1668",25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266,"Good"
"1669",23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325,"Good"
"1670",30,61.7,0.1,15.6,19.2,8,1.83,5.3,529,"Moderate"
"1671",32,48.9,14.9,36,29.4,27.4,2.41,3.9,697,"Poor"
"1672",33.8,68,41.8,47.8,34.5,9.3,1.37,5.9,652,"Moderate"
"1675",32.9,102.4,26.6,41.3,26.6,15.7,1.86,5.4,394,"Poor"
"1676",31,53.4,5.7,13.7,36.4,9.1,1.51,8.4,671,"Moderate"
"1677",35.4,85.1,18.4,25,25.3,6.5,1.56,5.3,425,"Moderate"
"1678",26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479,"Poor"
"1680",40.5,87.4,11,17.9,19.4,15.2,1.44,9.4,476,"Moderate"
"1681",26.8,47.4,8.7,14.2,14.3,3.6,1.08,10.9,344,"Good"
"1682",39.3,104.7,1.1,14.1,38.6,15.6,2.74,4.2,634,"Hazardous"
"1683",34.2,89.5,95.6,110.4,34.9,10,1.98,5.4,566,"Poor"
"1684",40.8,80,27.9,44.3,52.3,19.3,2.06,3.8,530,"Hazardous"
"1685",33.8,92.2,18,41.1,25.2,15.7,2.11,3.7,407,"Poor"
"1686",29.9,72.8,59.1,70,24.4,26.2,1.97,6.7,465,"Poor"
"1687",29.4,64.6,13.7,29,27.6,13,1.83,5,722,"Poor"
"1688",21.7,42.4,13.3,17,17.8,7.4,1.09,11,239,"Good"
"1689",24.4,54,2.2,5.3,27.9,5.3,1.05,10.6,431,"Good"
"1690",27.6,84.1,0.8,12.4,26.5,13.1,1.55,7.4,668,"Moderate"
"1691",30.4,67.5,16.5,21,43.4,15.4,1.97,9.6,502,"Poor"
"1692",27.7,62.9,17.5,24,22.5,18.1,1.56,6,495,"Moderate"
"1693",23.3,48.1,32,35.7,23.1,1.1,0.93,10.6,321,"Good"
"1694",21.1,54.2,49.3,59.1,30.7,9.9,1.5,6.9,660,"Moderate"
"1695",25.4,44.4,0.4,7,22.9,3.7,1.16,10.3,451,"Good"
"1696",29.5,54.8,6.7,15.1,14,6.6,0.78,11.9,315,"Good"
"1697",45,82.6,17.4,27.2,46.3,10.1,2.82,3.7,592,"Hazardous"
"1699",29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304,"Good"
"1700",31.9,91.7,5,6.8,24.8,16.8,2.05,3.5,828,"Poor"
"1701",36.9,84.6,8,23.5,36.2,20.6,2.29,5.9,745,"Poor"
"1704",22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,"Good"
"1707",35.8,87.2,5.2,15.7,45.1,23.3,1.63,4.7,809,"Poor"
"1709",28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,"Good"
"1710",30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445,"Good"
"1712",22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567,"Good"
"1714",31.6,71.5,11,24.3,24.5,17.1,1.57,8,560,"Moderate"
"1715",22.9,48.7,11.4,16.3,21.3,8.7,1,14.5,516,"Good"
"1716",18,68.7,6,9.3,21.2,6.5,1.15,15.9,266,"Good"
"1717",23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,"Moderate"
"1718",22.4,62,6.5,11.1,24.2,3.4,1.02,10.1,265,"Good"
"1719",34,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633,"Hazardous"
"1720",35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,"Moderate"
"1721",29.8,49,3.1,6.4,22.1,1.8,0.97,11.6,277,"Good"
"1724",39,96.8,50.1,61.3,48.3,29.6,2.64,3.4,755,"Hazardous"
"1725",35.1,64.8,106.3,125.3,28.2,15.6,2.24,7.2,762,"Poor"
"1726",37.8,84,14.8,21.3,27.1,19.9,1.8,4,688,"Poor"
"1728",29.2,46.6,1.8,6.6,17.8,7,1.04,10.4,579,"Good"
"1729",25,80.5,3.1,7.8,15.7,3,1.05,11.3,489,"Good"
"1730",25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,"Good"
"1731",23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,"Moderate"
"1732",34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681,"Poor"
"1734",35.4,108.9,49.7,71.8,48.3,18.6,2.53,4.8,712,"Hazardous"
"1735",28.2,74.4,3,9.7,15.6,3.1,1.01,13.2,419,"Good"
"1736",44.3,87.7,14,22.3,37.2,18.2,2.75,4.4,471,"Hazardous"
"1737",38.3,78.7,4.5,16.8,35,12.9,1.93,7.4,451,"Poor"
"1738",40.9,85.1,12.6,47.9,32.6,26.5,2.03,3.9,783,"Hazardous"
"1739",29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,"Moderate"
"1740",32.4,82.2,11.2,16,26,4.5,1.45,6.8,601,"Moderate"
"1741",21.4,57.5,12.9,18,20.6,5.7,1.23,18.1,233,"Good"
"1742",33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430,"Poor"
"1744",26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,"Good"
"1745",33.8,62.6,10.1,20,26.6,11.2,1.78,6,322,"Moderate"
"1746",23.6,79.9,5.3,12.4,16.3,5,0.99,18.6,528,"Good"
"1747",29.6,54.4,9,12,14.3,5.1,1.08,11.1,438,"Good"
"1748",30.4,98.7,21.6,29.6,35.1,12.7,2.13,4,625,"Poor"
"1749",27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,"Good"
"1750",24.2,51.3,25.2,30.8,24.6,7,0.97,12,506,"Good"
"1751",20,55,9.7,17.2,14.7,7.1,1,12.8,283,"Good"
"1752",20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,"Good"
"1753",29.4,92.3,10.7,18,21.7,16.7,1.88,6.2,628,"Moderate"
"1754",31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621,"Moderate"
"1755",40.3,81.9,2,17.8,37.5,17.1,2.05,4.3,444,"Poor"
"1756",27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,"Moderate"
"1757",22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,"Good"
"1759",32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286,"Good"
"1761",24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,"Moderate"
"1763",24.7,70.4,8.1,12.2,17.3,4.2,1.04,11,243,"Good"
"1764",25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,"Moderate"
"1765",24.4,66.9,3.1,11.3,22.3,0,1.14,10.6,230,"Good"
"1766",44.1,72.6,66.5,86.1,33.2,-0.2,2.49,2.7,565,"Hazardous"
"1768",31.8,68.2,10.7,21,25.4,12.2,1.34,3.4,637,"Poor"
"1769",33.8,72.7,60.4,71.8,30.7,19.5,1.52,7.9,610,"Poor"
"1770",40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,"Hazardous"
"1771",28.1,74.6,0.3,4.9,15,1.7,1.04,10.3,256,"Good"
"1772",25,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,"Good"
"1773",33.6,51.9,55.3,62.7,36.2,1,2.41,5.6,403,"Poor"
"1774",22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,"Good"
"1775",29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,"Poor"
"1776",36.5,86.5,19.9,32.8,33.3,12.4,2.14,4,623,"Poor"
"1777",34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,"Moderate"
"1778",38.6,76.2,26,48.7,32.8,3.5,2.12,3.7,612,"Poor"
"1779",30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,"Moderate"
"1780",34,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,"Poor"
"1781",16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,"Good"
"1783",24.6,53.5,0.1,4.1,15,6.2,1.09,11.8,380,"Good"
"1784",26.7,64.4,7.6,14.9,24,3.7,1.07,15,544,"Good"
"1785",27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,"Good"
"1786",26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,"Good"
"1787",25.7,64.4,13.8,25,21.4,14.9,1.54,6.6,324,"Moderate"
"1788",29.6,53,14.8,20.6,22.5,5.5,0.99,11.1,509,"Good"
"1791",30.8,47.1,15.6,20,16,4.6,1.02,12.2,329,"Good"
"1794",24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,"Good"
"1795",23,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337,"Moderate"
"1797",21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,"Good"
"1798",29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,"Poor"
"1800",27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,"Good"
"1801",23.6,70,15.2,17.8,22.2,5.5,1.11,11.5,482,"Good"
"1802",24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,"Moderate"
"1803",21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298,"Good"
"1804",24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638,"Moderate"
"1805",40.6,81.7,52.6,76.5,39.3,14.8,1.74,6,755,"Poor"
"1806",20.6,80.6,0.3,5.1,22,4.6,1.49,7.6,647,"Moderate"
"1809",26.6,92.9,31.8,51.9,35,10.2,1.42,6.1,526,"Moderate"
"1810",30.8,63.9,34.4,43.3,14,13.9,1.52,5.1,350,"Moderate"
"1811",40,52.7,1,12.1,34.3,5.3,1.25,6.2,355,"Moderate"
"1812",36,70,2.1,14.1,37.2,21.4,2.18,5.4,495,"Poor"
"1813",22.3,51,30.9,40,17.5,4.5,1.78,6.2,294,"Moderate"
"1814",43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522,"Poor"
"1816",37.8,77,7.7,30.7,56.4,16.6,3.09,2.6,674,"Hazardous"
"1817",30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,"Poor"
"1818",32.4,74.5,16.6,35,43.8,11.3,2.2,4.6,374,"Poor"
"1819",28.6,73,1.2,2.9,15.3,5.3,0.9,12.7,522,"Good"
"1821",32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474,"Poor"
"1822",30.4,80,16,29.5,32.8,2.5,1.66,5.2,459,"Moderate"
"1823",27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,"Poor"
"1824",30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670,"Moderate"
"1825",31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,"Good"
"1826",29.5,76.7,71.4,79.9,31.9,12.4,1.27,7,550,"Moderate"
"1827",21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,"Good"
"1829",30,85.1,70.6,91.5,30.7,7.1,1.52,5.3,373,"Moderate"
"1830",31.2,49.7,20.5,30.6,25.2,15.7,1.59,9,347,"Moderate"
"1832",26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,"Moderate"
"1833",37.2,73,36.6,64.7,48.2,20.6,1.94,4,514,"Hazardous"
"1834",42.2,79.3,44.7,65.4,29.9,21.2,2.26,2.9,523,"Hazardous"
"1836",27.1,58.3,4.7,17,29.4,7.5,1.07,5,349,"Moderate"
"1837",29.5,61.5,7.9,11,20.5,7.6,0.87,12.2,378,"Good"
"1838",34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335,"Moderate"
"1839",38.3,107.8,39.3,60.8,32.3,29,2.61,6.8,462,"Hazardous"
"1840",22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,"Good"
"1841",39.1,82.9,56.7,69.3,39.7,8.2,2,3.6,543,"Poor"
"1843",23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221,"Good"
"1844",27.8,85.9,24.2,35.3,28.1,8,1.31,8.5,497,"Moderate"
"1845",35.3,65.1,109.6,122.9,40.9,8.3,2.64,10.5,777,"Poor"
"1846",56,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,"Hazardous"
"1847",25.6,60.3,21.4,34,30.4,3.7,1.37,7.8,315,"Moderate"
"1848",33,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,"Moderate"
"1849",20.6,69,23.2,27,13.6,2.4,0.92,13.1,444,"Good"
"1850",30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726,"Poor"
"1853",31,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,"Poor"
"1854",34.1,73.4,5.5,12.2,20.9,4.6,1,10.1,188,"Good"
"1855",51.3,89.9,13.7,28.8,64.9,20.6,2.18,2.6,807,"Hazardous"
"1856",52.7,61.7,3.1,17.3,53,14.2,2.29,5.1,731,"Hazardous"
"1857",55.7,75.9,76.4,82.2,40.8,24.5,1.98,15.9,650,"Hazardous"
"1858",25.4,43.2,48.2,55.1,21.1,1.1,0.95,11,537,"Good"
"1860",28.2,66.9,0.3,13.2,26,9.6,1.51,5,379,"Moderate"
"1861",27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546,"Good"
"1863",22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,"Good"
"1865",29.1,44.2,3,12.2,14.6,4.4,0.9,10.6,305,"Good"
"1866",30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716,"Poor"
"1867",27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,"Good"
"1868",29.2,63.7,0.2,11,24.3,18.3,1.3,11.8,574,"Moderate"
"1869",36.1,82.6,28.1,28.1,31.7,12.7,1.52,9,601,"Moderate"
"1870",23,75.6,4.9,7,12.7,3.8,1.05,10.7,331,"Good"
"1871",37.2,102.1,20.6,36.4,37.9,24.6,3.07,4.1,508,"Hazardous"
"1872",25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418,"Good"
"1873",41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,"Hazardous"
"1874",45.5,90.8,19.6,56.9,29.1,17.4,2.76,9.4,684,"Hazardous"
"1875",30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479,"Poor"
"1876",31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455,"Moderate"
"1877",21.6,45,15,17.5,15.1,0.4,1.1,10.3,487,"Good"
"1878",21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,"Good"
"1879",30.7,65.8,5.5,14.2,25.8,11,1.32,5.6,380,"Moderate"
"1880",31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,"Moderate"
"1882",34.2,81.3,54.5,65,28.2,11.6,2.19,6.4,709,"Poor"
